Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD,Spend_ILS,Spend_AUD,Spend_TWD,Spend_BRL,Spend_ARS,Spend_ZAR,Spend_CLP
AR02636709834950443009,"TEAM GRAHAM, INC.",FEC ID C00458828,US,,1893,5774200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09255875387278229505,FRIENDS OF NICK FREITAS INC,FEC ID C00729335,US,,89,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10903690099204030465,TED CRUZ FOR SENATE,FEC ID C00492785,US,,169,629700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12299500766132961281,Derek Tran for Congress,FEC ID C00851790,US,,9,26100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13325866111560843265,Boozman For Arkansas,FEC ID C00476317,US,,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00233818157033193473,PROGRESSIVE TAKEOVER,FEC ID C00659599,US,,28,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10187617758452121601,FRICKE FOR CONGRESS,FEC ID C00718643,US,,19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08328405924448305153,Yuri Dashevsky for US Congress 2022,FEC ID C00816637,US,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04220348252186214401,YUKONG ZHAO FOR CONGRESS,FEC ID C00726596,US,,13,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12538496763939520513,JULIA BROWNLEY FOR CONGRESS,FEC ID C00513077,US,,28,197900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01326024904432156673,CAREY FOR CONGRESS,FEC ID C00779603,US,,18,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03162002339754147841,GEORGE W. HINDMAN FOR CONGRESS,FEC ID C00724617,US,,36,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02548351706152828929,Ajwang for Congress,FEC ID H2CA18148,US,,3,24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11846433633969635329,MIKE CRAPO FOR US SENATE,FEC ID C00330886,US,,164,265400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02467603572208959489,ELISSA SLOTKIN FOR CONGRESS,FEC ID C00650150,US,,160,480600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17154686381994278913,KNUTE FOR CONGRESS,FEC ID C00730507,US,,42,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03495268712179564545,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES P E O P L E,FEC ID C00011114,US,,140,852800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09462538218445471745,OSMACK FOR MISSOURI,FEC ID C00650994,US,,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05602953337788956673,PRAMILA FOR CONGRESS,FEC ID C00605592,US,,184,46600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03834704684866600961,DOBSON FOR CONGRESS,FEC ID C00855494,US,,3,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18419036793006456833,FRIENDS OF LUCY MCBATH,FEC ID C00672295,US,,82,256800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00833641332403601409,MATT MAYBERRY FOR CONGRESS,FEC ID C00735001,US,,4,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12313316782570995713,NEW HAMPSHIRE DEMOCRATIC PARTY,FEC ID C00178038,US,,43,141500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00340999924898332673,DSCC,FEC ID C00042366,US,,1821,23480100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17703151918987083777,Oklahomans for Madison,FEC ID C00792184,US,,66,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09449027419563360257,ALEX PADILLA FOR SENATE,FEC ID C00765164,US,,28,471500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02599052386332835841,ADAM SCHLEIFER FOR CONGRESS,FEC ID C00728600,US,,65,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12579499957720973313,DAVID KIM FOR CONGRESS - CA,FEC ID C00795658,US,,14,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03598006288404971521,Andrea Salinas for Oregon,FEC ID C00793703,US,,1,19600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01684821661976625153,NEED TO IMPEACH,FEC ID C00658526,US,,97,35500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04714583126918037505,JENNIFER CARNAHAN FOR CONGRESS,FEC ID C00809400,US,,3,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
